Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
Staff Sales,PT.HUMANSCAPE TECHNOLOGY INDONESIA,Jakarta Selatan,Rp 5.000.000 – Rp 6.000.000 per month,Kontrak/Temporer,17 hari yang lalu,https://id.jobstreet.com/id/job/83979655?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/c19a2504-ccac-40be-b29e-3d140b1a6f76.1/serpLogo,"Nama Produk: ""Momitalk”Deskripsi Pekerjaan :Memperkenalkan produk (Momitalk) ke rumah sakit & mencari klien baru perusahaan.Melakukan follow up, sosialisasi dan menjalin kerjasama yang baik dengan klien perusahaan.Membuat laporan hasil kunjungan klien.Menganalisis dan mengantisipasi kebutuhan klien potensial untuk menyarankan solusi yang optimal.Mengusulkan dan memberi saran tentang strategi pengembangan pasar yang sejalan dengan tujuan perusahaan secara keseluruhan.Menetapkan tujuan tim dan menentukan strategi untuk mencapainya.Kualifikasi :Mampu berkomunikasi dan bekerja dalam bahasa Inggris (Wajib)Penempatan Head Office (Tebet, Jakarta Selatan)Umur 22-30 tahunPendidikan minimal D3 dan S1 (Sarjana)Pengalaman Sales (Yang terbukti sukses)Bersedia ditugaskan melakukan perjalanan keluar kota (Business Trip).Berpenampilan rapi.Memiliki pengalaman sales di bidang Medical/Mom&Baby lebih diutamakan.Keterampilan komunikasi yang sangat baik, rasa tanggung jawab yang kuat, kejujuran, dan keramahan.Orientasi pada hasil dan target.Bersedia mempelajari hal baru dalam teknologi.Benefit :InsentifBPJS Kesehatan & BPJS KetenagakerjaanTunjangan makan siang"
Sales Executive,PT WOBN TECHNOLOGY INDONESIA,Jakarta Utara,Rp 5.396.791 – Rp 6.000.000 per month,Full time,26 hari yang lalu,https://id.jobstreet.com/id/job/83800129?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/3f2ccc90-edd9-4cf1-bc7a-06fe1124b804.1/serpLogo,Job DescriptionsMengatur dan melakukan kunjungan penjualanMembuat proposal terperinci dan materi untuk presentasi kepada klienMenawarkan kepada klien tentang layanan dan penawaran perusahaanMenjaga hubungan dengan klien dengan memberikan dukungan dan informasiMenyarankan peluang baru dan solusiBekerja sama dengan tim Pemasaran untuk menyusun paket layananMemberikan tanggapan yang cepat terhadap pertanyaan atau penyelesaian keluhan klienMembantu mencapai target penjualanMengelola catatan aktivitas penjualan dan menyusun laporan penjualanJob RequirementsPendidikan minimal S1 Ilmu Komunikasi / MarketingPengalaman minimal 3 tahun di bidang yang samaKemampuan komunikasi dalam Bahasa Inggris secara tertulis dan lisanKemampuan manajemen dan komunikasi yang kuatPengetahuan tentang teknologi informasi diperlukanKeterampilan menjual dan menjalin jaringan yang baikKompeten dalam presentasi dan demonstrasiKemampuan terbukti dalam mencapai target penjualan
IT Infrastructure and Network,PT IDX Solusi Teknologi Informasi,Jakarta Selatan,Not specified,Full time,14 hari yang lalu,https://id.jobstreet.com/id/job/84027301?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d6553e8c-8945-4c53-ac49-613c7df5d2ad.1/serpLogo,"PT IDX Solusi Teknologi Informasi (IDXSTI) was established in November 2018 as a subsidiary of Indonesia Stock Exchange (IDX) and other SRO’s KPEI and KSEI. IDXSTI was focusing on providing Information Technology (IT) services to Indonesia Capital Market Industry and other Financial Services. Our objective is to give the best IT solutions to the capital market industry in order to support the development of Indonesia Capital Market.At IDXSTI, we are dedicated to pushing the boundaries of innovation in our industry. We are looking for a results-driven and integrated team player to join our Team.Key Responsibilities:Support routine/project work in information technology area.Helpdesk for Securities Company.Support for non-functional testing.Generate report and documentation periodically.Coordinate with other team such as developers, tester, release engineers, liaison officer and end-users.Requirements:Min. Bachelor Degree in Computer Science, Informatics Engineering, and Information Systems.Have 2 years work experience in IT position is a plus, fresh graduates are welcome to apply.Experienced in computer literate (Microsoft Office).Experienced in server, storage and system computers (Linux OS and Windows).Experienced in LAN, WAN, Routing, Switching, inter Vlan Routing, firewall.Good communication skill (Indonesia & English), both verbal and writing.Having knowledge about virtualization, cloud computing and microservices will be an advantage.Having knowledge about Capital Market will be an advantage."
Supervisor Warehouse,PT Techno Indonesia,Cikarang Pusat,Not specified,Full time,13 hari yang lalu,https://id.jobstreet.com/id/job/84076026?type=standard&ref=search-standalone,Logo not available,"PT Tri Saudara Sentosa Industri (www.tri-saudara.co.id) adalah sebuah perusahaan yang bergerak dalam bidang mold maker dan plastic injection yang telah beroperasi sejak 1994 dan sudah bersertifikat ISO 9001:2015 ; 14001 : 2015 ; 45001 : 2018. Produk utama kami adalah spare part untuk kebutuhan otomotif dan elektronik.Kualifikasi :Diploma atau gelar di bidang Manajemen Operasi, Logistik, atau bidang terkait.Memahami ISO 9001, ISO 14001, ISO 45001Memiliki Pemahaman dan implementasi terkait Kanban System & Milk Run Logistics System.Minimal 5 tahun pengalaman sebagai Supervisor Warehouse atau peran manajemen gudang yang serupa di industri manufaktur atau logistik.Memiliki pengalaman menghandle operation 3 shift.Pemahaman yang kuat tentang proses dan prosedur operasi gudang, termasuk penerimaan, penyimpanan, pengiriman, dan manajemen inventaris.Kemampuan kepemimpinan dan manajemen tim yang efektif, dengan kemampuan untuk memotivasi dan mengembangkan staf.Kemampuan analitis yang kuat untuk mengidentifikasi area perbaikan dan mengembangkan solusi yang efektif.Pengetahuan tentang alat dan teknologi gudang modern, seperti sistem manajemen gudang, peralatan pemindahan bahan, dan otomatisasi.Bersedia ditempatkan di CikarangTanggung Jawab UtamaMengawasi dan mengkoordinasikan aktivitas operasional gudang sehari-hari, termasuk penerimaan, penyimpanan, pengiriman, dan pemrosesan pesanan.Memimpin, melatih, dan memotivasi tim gudang untuk mencapai target kinerja dan standar operasi yang tinggi.Memantau dan menganalisis metrik kunci, seperti akurasi inventaris, waktu siklus pesanan, dan produktivitas pekerja, untuk mengidentifikasi peluang perbaikan.Mengembangkan dan menerapkan prosedur dan praktik operasional terbaik untuk meningkatkan efisiensi dan produktivitas.Berkoordinasi dengan tim fungsional lainnya, seperti rantai pasokan, pembelian, dan penjualan, untuk memastikan aliran bahan yang lancar dan pengiriman yang tepat waktu.Memastikan kepatuhan terhadap peraturan, kebijakan, dan prosedur perusahaan terkait kesehatan, keselamatan, dan lingkungan."
Project Resource Development Specialist,VIVERE GROUP,Serpong,Not specified,Full time,5 hari yang lalu,https://id.jobstreet.com/id/job/84240805?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/e69f2c48-c742-4b44-8d25-b2524da8890c.1/serpLogo,"Pengembangan Modul Pelatihan:Membuat, mengembangkan, dan memperbaharui modul pelatihan teknis untuk installer custom furniture.Menyesuaikan materi pelatihan berdasarkan teknologi, standar kualitas, dan kebutuhan di lapangan.Pelatihan dan Evaluasi:Melakukan pelatihan secara langsung kepada installer dan mitra pasang.Melakukan evaluasi terhadap hasil pelatihan dan penerapannya di lapangan.Menyusun program perbaikan berkelanjutan berdasarkan hasil evaluasi.Problem Solving & Improvement Lapangan:Menganalisa isu dan kendala teknis yang terjadi saat instalasi di lapangan.Merancang solusi dan perbaikan proses agar instalasi berjalan lebih cepat dan efisien tanpa mengorbankan kualitas.Pengembangan SDM dan Kemitraan:Mencari, merekrut, dan mengembangkan installer serta mitra pemasangan baru.Membangun hubungan jangka panjang yang berkelanjutan dengan mitra kerja.Analisa Kinerja Installer & Mitra:Melakukan review berkala terhadap kinerja installer dan mitra pasang berdasarkan indikator Quality, Cost, dan Delivery (QCD).Memberikan feedback dan rekomendasi perbaikan berdasarkan hasil analisa tersebut.Requirement:Pendidikan minimal S1 di bidang Interior Design, Teknik Sipil, Teknik Industri, atau bidang lain yang relevan.Memiliki pengalaman kerja minimal 5 tahun di bidang custom furniture, khususnya pada aspek instalasi/pemasangan.Mempunyai pengetahuan teknis kuat mengenai proses produksi dan instalasi furniture custom (modular maupun built-in).Pengalaman dalam membuat dan menyampaikan pelatihan teknis, baik dalam bentuk modul maupun on-site training.Memiliki kemampuan analisis masalah teknis dan improvement process (Lean, Kaizen, atau sejenisnya) di lapangan.Mampu mengelola dan membina tim serta mitra kerja eksternal secara profesional.Memiliki kemampuan komunikasi dan interpersonal yang baik.Bersedia melakukan perjalanan dinas untuk training dan evaluasi ke lokasi proyek."
Factory Manager,PT Dianbatara Perkasa,Sidoarjo,Not specified,Full time,29 hari yang lalu,https://id.jobstreet.com/id/job/83691428?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/4bc836ed-a0b2-41a5-b856-bdf0f3b8ecdc.1/serpLogo,"KesempatanPT Dianbatara Perkasa sebuah perusahaan manufaktur terkemuka di Sidoarjo, Jawa Timur, sedang mencari sosokFactory Manageryang berpengalaman untuk memimpin operasional pabrik kami. Sebagai Factory Manager, Anda akan bertanggung jawab untuk memastikan efisiensi dan produktivitas pabrik serta berperan kunci dalam mencapai tujuan bisnis perusahaan.Tanggung JawabMengelola operasi pabrik mold & dies dengan fokus pada produktivitas, kualitas, dan keselamatan kerjaMengawasi dan mengkoordinasikan berbagai departemen, termasuk produksi, logistik, pemeliharaan, dan sumber daya manusiaMengidentifikasi peluang perbaikan dan menerapkan inisiatif untuk meningkatkan efisiensi prosesMemonitor dan mengevaluasi kinerja departemen, serta memberikan umpan balik dan bimbingan kepada timBerkolaborasi dengan tim manajemen untuk merencanakan dan mengimplementasikan strategi produksi jangka panjangMenghandle teknis pelaksanaan produksi berdasarkan request customerPersyaratanMinimal 5 tahun pengalaman sebagai manajer pabrik atau pengalaman serupa di industri manufakturGelar sarjana dalam bidang Teknik, Manajemen Operasi, atau disiplin terkaitMemiliki pengetahuan mengenaimetal working processPemahaman mendalam tentang proses manufaktur, manajemen persediaan, dan optimisasi operasionalMemahamiteknologiplastic injectiondanblow processAntusias terhadap perkembangan teknologi terkini di Industri ManufakturPengalaman dalam mengimplementasikan praktik-praktik Lean Manufacturing dan Six SigmaTeliti, cekatan, pekerja keras dan berpikir kritis saat memecahkan berbagai solusi dari permasalahan yang ada bekerja di lingkungan pabrik dan mematuhi protokol keselamatanManfaatPaket kompensasi yang kompetitif sesuai dengan pengalamanBPJS Kesehatan, BPJS KetengakerjaanPeluang pelatihan dan pengembangan berkelanjutanLingkungan kerja yang dinamis, kolaboratif, dan mendukung inovasi"
REKRUTMEN,PT Impian Profesi Internasional,Jakarta Barat,Rp 5.000.000 – Rp 7.000.000 per month,Full time,29 hari yang lalu,https://id.jobstreet.com/id/job/83690111?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/85ef03f2-d99b-4084-b96c-b820bde451b8.2/serpLogo,"Kesempatan RekrutmenPT Impian Profesi Internasional, sebuah perusahaan rekrutmen di Jakarta Barat, sedang mencari profesional rekrutmen yang berpengalaman untuk bergabung dengan tim kami. Sebagai Rekruter, Anda akan berperan penting dalam menemukan dan menjaring bakat terbaik untuk klien kami di berbagai industri.Tanggung Jawab UtamaMengembangkan dan menjalankan strategi perekrutan yang efektif untuk mengidentifikasi dan menjaring kandidat berkualitas tinggiMengelola proses seleksi, termasuk menyaring, wawancara, dan melakukan penilaian kandidatMembangun dan mempertahankan hubungan yang baik dengan klien untuk memahami kebutuhan mereka dan menyediakan solusi rekrutmen yang tepatMelakukan negosiasi dan koordinasi dengan kandidat terpilih untuk memastikan proses onboarding yang mulusMenganalisis data dan memberikan wawasan yang berguna untuk meningkatkan proses rekrutmenMenjaga standar kualitas yang tinggi dan memastikan kepuasan klienKeterampilan dan Kualifikasi yang DibutuhkanMinimal 3 tahun pengalaman dalam peran rekrutmen atau manajemen bakatPemahaman yang baik tentang tren dan praktik terbaik dalam perekrutanKemampuan untuk mengidentifikasi, mengevaluasi, dan menjaring kandidat yang sesuai dengan kebutuhan klienKemampuan berkomunikasi dan bernegosiasi yang kuat, serta keterampilan presentasi yang baikKemampuan untuk bekerja dalam lingkungan yang dinamis dan bertanggung jawab di bawah tekananPengetahuan tentang peraturan ketenagakerjaan yang relevanKemahiran dalam menggunakan alat dan teknologi perekrutanBenefitGaji kompetitif dan tunjangan menarikBPJS Keternaga kerjaan dan KesehatanHadiah Ulang tahunGathering bersama 2x setahunTraveling Bersama setahun sekaliRuko Diamond RD 56, Green Parkview Apartments, Jalan daan mogot KM 14, Kalideres, jakarta barat"
Project Manager (Bakery),PT Royal Sutan Agung,Jakarta Raya,Not specified,Full time,27 hari yang lalu,https://id.jobstreet.com/id/job/83774274?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/e9269614-4b33-4d67-be65-31b14d93da00.1/serpLogo,"Gambaran Umum PekerjaanKami sedang mencari Bakery Development Manager (HORECA) yang berpengalaman untuk bergabung dengan PT Royal Sutan Agung, perusahaanKitchen Supplierterkemuka di Indonesia. Sebagai Bakery Development Manager (HORECA), Anda akan memainkan peran kunci dalam pengembangan dan pengelolaan lini produk bakery kami yang inovatif. Anda akan bertanggung jawab untuk memastikan produk-produk kami tetap kompetitif dan memenuhi kebutuhan pelanggan.Tugas dan Tanggung Jawab :PengembanganHeavy kitchen appliances, khususnya di bidangbakery.Memberikan konsultasi kepada klien mengenai pengaturanHeavy kitchen appliancesuntuk industri bakery.Melakukan riset pasar terkait perkembangan terbaru peralatan dapur HORECA, serta memperbarui tren terkini dalamHeavy kitchen appliancesHORECA, terutama di industri bakery untuk membuat kemasan yang memikat secara visual yang mencerminkan brand.Mempererat komunikasi dengan produsen terkait produksi baru peralatan dapur HORECA untuk produksiHeavy kitchen appliancesbakery.Memimpin proses pengembangan produk, mengelola jadwal, sumber daya, dan produksi untuk memastikan peluncuran produk tepat waktu.Membentuk dan mengelola tim desain.Melakukan uji produk dan mengumpulkan umpan balik dari responden untuk mengkaji dan meningkatkan mutu produk berdasarkan keinginan pelanggan.Memantau tren industri dan kemajuan teknologi untuk membuat inovasi ke dalam pembuatan dan penjualanHeavy kitchen appliances, khususnya di bidangbakery.Membentuk dan mengelola tim penjualan dan distribusi untuk mengoptimalkan pemasaran dan penjualan produk.Keterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanMinimal S1 Teknologi Pangan/Teknik Industri.Memiliki pengalaman minimal 5 tahun sebagai Product Manager/Research & Development di bidang peralatan dapur HORECA, dengan latar belakang utama di produksi bakery skala besar.Seorang desainer teknis yang andal dalam mencocokkan peralatan baking HORECA dengan kebutuhan industri, sehingga harus familiar dengan AutoCAD.Pemahaman mendalam tentang tren, perilaku, dan preferensi konsumen di sektor makanan.Kemampuan analisis data dan pengambilan keputusan berbasis fakta.Keterampilan kolaborasi, komunikasi, dan presentasi yang kuat.Kreativitas dan kemampuan berpikir di luar kotak untuk mengembangkan produk inovatif.Pemahaman tentang alat dan teknik pengembangan produk, termasuk desain, uji coba, dan peluncuran.Pengetahuan mendalam tentang persyaratan manufaktur kue kering/makanan ringan dan lisensi, termasuk izin ekspor."
Senior Legal,PT Lunaria Annua Teknologi (KoinWorks),Jakarta Selatan,Not specified,Full time,5 hari yang lalu,https://id.jobstreet.com/id/job/84250013?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/3b7a04a6-7062-4e03-a90e-4e6650130f81.2/serpLogo,"KoinWorks is currently looking for a highly experienced and proactive Senior Legal who will be responsible for managing a broad range of legal matters across corporate, operational, and litigation processes. A background in compliance will be considered a valuable asset. This role requires a strategic thinker with the ability to provide practical legal solutions to support business operations.Key Responsibilities:Advise on corporate governance, mergers, acquisitions, joint ventures, and other corporate transactions.Provide legal guidance on day-to-day operational matters, including contracts, agreements, and business partnerships.Manage and oversee litigation matters, working closely with external counsel and ensuring effective case management.Provide expertise on legal and regulatory compliance requirements.Identify and mitigate legal risks to the organization.Draft, review, and negotiate a variety of legal documents and contracts, ensuring compliance with applicable laws and internal policies.Required Qualifications:Minimum 4-5 years of experience as a legal role.Expertise in corporate law, operational legal matters, and litigation processes.Strong understanding of legal compliance and risk management (preferred).Excellent negotiation, drafting, and communication skills.Ability to work independently, manage multiple priorities, and provide clear and practical legal advice.Ability to work effectively in a fast-paced and evolving environment."
IT STAFF - Technical Support,PT Indo Prima Perkasa,Jakarta Barat,Not specified,Full time,22 hari yang lalu,https://id.jobstreet.com/id/job/83860867?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/c2f11a0b-79b0-455b-ad5b-ad3008693a84.1/serpLogo,"PT Indo Prima Perkasa, sedang mencariIT STAFF - Technical Supportuntuk bergabung dengan tim kami yang berdedikasi. Dalam peran ini, Anda akan menjadi bagian penting dalam perusahaan untuk memberikan solusi IT bagi divisi yang membutuhkan di dalam perusahaan.Tanggung JawabMenyediakan dukungan teknis dan pemecahan masalah yang efektif bagi penggunaMenganalisis dan mendiagnosis masalah IT, serta mengimplementasikan solusi yang tepat dan efisienMemantau dan memelihara infrastruktur IT perusahaan, termasuk jaringan, server, dan perangkat lainnyaMenginstal, mengonfigurasi, dan memelihara perangkat keras dan perangkat lunak ITMenyediakan pelatihan dan panduan kepada pengguna tentang penggunaan sistem dan aplikasi ITMendokumentasikan proses dan prosedur untuk memastikan konsistensi dan kemudahan pemeliharaanBerkoordinasi dengan tim lain untuk memastikan kelangsungan operasional IT yang lancarPersyaratanMinimal S1 di bidang Teknologi Informasi, Komputer, atau yang setaraMemiliki pengalaman 1-2 tahun dalam peran dukungan teknis IT atau serupaMenguasai SQL Server, VB Net, VB, Oracle, C++, Office, Report Designer (xml)Pengetahuan yang baik tentang jaringan, keamanan IT, dan pemecahan masalah perangkat kerasBerpikir logis, teknis, dan berorientasi pada pemecahan masalahKemampuan komunikasi yang baik, baik secara lisan maupun tertulisMotivasi tinggi untuk belajar dan berkembang dalam lingkungan teknologi yang dinamismampu bekerja di bawah tekananDiutamakan domisili jakarta Barat atau Jakarta Utara"
KURIR SHOPEE EXPRESS WILAYAH NGALIYAN SEMARANG,PT Finfleet Teknologi Indonesia,Semarang,Not specified,Full time,11 hari yang lalu,https://id.jobstreet.com/id/job/84131033?type=standard&ref=search-standalone,Logo not available,"- MELAKUKAN PENGIRIMAN PAKET KE BUYER SESUAI DENGAN ALAMAT YANG TERTERA- MENJALAKAN PROSES PENGIRIMAN SESUAI DENGAN SOP YANG BERLAKU- MENYETORKAN KEMBALI UANG COD KE GERAI SETIAP HARI
- Usia: 18-45 tahun- Minimal pendidikan: SD- Jenis kelamin: Pria/Wanita- Lokasi: Berada pada Kota Semarang - Pengalaman: Tidak harus memiliki pengalaman bekerja"
QA & QMS Specialist,PT Barco,Jakarta Utara,Rp 6.000.000 – Rp 8.000.000 per month,Full time,21 hari yang lalu,https://id.jobstreet.com/id/job/83891157?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/676f87c0-b2a1-466f-b0ad-7fc73d6bcaf6.2/serpLogo,"Deskripsi Pekerjaan:Mengelola dan memastikan implementasi ISO 2200:2018, HACCP,  dalam sistem manajemen mutu perusahaan.Mengembangkan, mengawasi, dan memperbarui SOP serta dokumen mutu lainnya agar sesuai dengan standar yang berlaku.Menerapkan konsep Kaizen dan Continuous Improvement sederhana.Melakukan pelatihan dan sosialisasi kepada karyawan mengenai standar mutu dan prosedur inspeksi.Kualifikasi:Pendidikan minimal D3/S1 Teknik Industri, Teknologi pangan.Pengalaman minimal 2-3 tahun dalam Quality Assurance atau Qualityis a mustManagement System (QMS) di industri manufaktur.Memahami konsep ISO 22000:2018 dan penerapannya dalam sistem manajemen mutu.Memiliki pengalaman dalam Kaizen atau Continuous Improvement sederhana.Mampu melakukan audit internal dan menyusun laporan ketidaksesuaian serta tindakan korektif."
AI Engineer,PT QUDO BUANA NAWAKARA,Jakarta Pusat,Not specified,Full time,21 hari yang lalu,https://id.jobstreet.com/id/job/83890326?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/7a524c46-dd2b-4260-a869-94790d31084a.1/serpLogo,"AI ENGINEERTentang PT Qudo Buana NawakaraPT Qudo Buana Nawakara adalah perusahaan penyedia solusi teknologi terkemuka yang berfokus pada inovasi berbasis AI. Misi kami adalah mendorong transformasi digital bisnis melalui integrasi intelligent automation, machine learning, dan teknologi AI terbaru di berbagai industri. Bergabunglah dengan kami dan menjadi bagian dari tim yang berpikir maju dalam membentuk masa depan teknologi di Indonesia.Deskripsi PekerjaanKami mencari seorang AI Engineer yang berpengalaman untuk bergabung dengan tim kami yang berkembang. Dalam peran ini, Anda akan merancang, mengembangkan, dan mengimplementasikan AI models yang dapat menyelesaikan masalah bisnis yang kompleks, meningkatkan otomatisasi, serta memberikan actionable insights. Anda akan bekerja sama dengan tim lintas fungsi, termasuk data scientists, software engineers, dan business analysts, untuk membangun dan menerapkan solusi AI yang skalabel.Tanggung Jawab UtamaMerancang, membangun, dan mengoptimalkan AI models dan algoritma untuk mengatasi tantangan bisnis.Melakukan LLM fine-tuning, embedding, dan implementasi Retrieval-Augmented Generation (RAG).Bekerja sama dengan data scientists dan engineers untuk mengimplementasikan AI models dalam lingkungan produksi.Mengembangkan machine learning models, termasuk supervised dan unsupervised learning, deep learning, dan aplikasi natural language processing (NLP).Memahami kebutuhan infrastruktur untuk menjalankan solusi AI dalam produksi.Menggunakan dan berpengalaman dengan LLM models populer seperti OpenAI GPT, Claude, LLaMA, dan lainnya.Mengolah data dalam skala besar untuk melatih models dan mengevaluasi kinerjanya.Meneliti dan menerapkan teknologi AI terbaru untuk meningkatkan produk dan layanan.Memastikan skalabilitas, efisiensi, dan keandalan sistem AI dalam produksi.Mengintegrasikan AI models dengan sistem dan proses yang ada untuk memberikan solusi menyeluruh.Memantau kinerja models dan melakukan penyesuaian untuk peningkatan berkelanjutan.Menulis dan memelihara dokumentasi teknis untuk solusi AI.KualifikasiGelar Sarjana atau Magister dalam bidang Computer Science, Artificial Intelligence, Data Science, atau bidang terkait.Pengalaman dalam menggunakan AI frameworks dan library seperti TensorFlow, PyTorch, atau Keras.Pemahaman yang kuat tentang machine learning algorithms, neural networks, dan deep learning.Pengalaman dalam LLM fine-tuning, embedding, dan RAG implementation, Vector Indexing and Vector DBs (LLamaIndex/FAISS, Chroma) .Familiar dengan model LLM populer seperti OpenAI, Claude, LLaMA, dan sejenisnya.Pemahaman tentang infrastruktur yang diperlukan untuk menjalankan AI solution dalam produksi.Pengalaman dalam bahasa pemrograman seperti Python, Java, atau R.Familiar dengan alat pemrosesan dan analisis data seperti Pandas, NumPy, dan scikit-learn.Pengalaman menggunakan cloud platforms (misalnya, AWS, Google Cloud, Microsoft Azure) dan containerization (misalnya, Docker, Kubernetes).Kemampuan problem-solving yang baik dan mampu bekerja dalam lingkungan yang cepat.Keterampilan komunikasi dan kolaborasi yang baik.Keterampilan yang DiutamakanPengalaman dengan natural language processing (NLP) dan computer vision.Pemahaman tentang AI ethics, data privacy, dan teknik mitigasi bias.Pengalaman dengan MLOps practices untuk manajemen siklus hidup machine learning.Pengetahuan tentang big data technologies (misalnya, Hadoop, Spark) akan menjadi nilai tambah."
Quality Control (Central Kitchen),Erajaya Group,Tangerang,Not specified,Full time,6 hari yang lalu,https://id.jobstreet.com/id/job/84215735?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/70756233-c2c7-4097-9131-b58bef74c068.2/serpLogo,"Deskripsi PekerjaanErajaya Group membuka kesempatan bagi individu yang teliti dan berorientasi pada kualitas untuk bergabung sebagaiStaff QCdi Central Kitchen kami yang berlokasi di Alam Sutera, Tangerang. Posisi ini memiliki peran penting dalam menjaga kualitas dan keamanan produk sebelum didistribusikan ke seluruh toko Paris Baguette.Tanggung Jawab UtamaMelakukan pemeriksaan kualitas terhadap bahan baku, produk dalam proses, dan produk jadi.Memastikan penerapan standar kebersihan dan sanitasi di area produksi sesuai SOP.Melakukan pengujian organoleptik (warna, rasa, tekstur) serta pengukuran suhu, berat, dan pH.Menjalankan dan memantau implementasi GMP, HACCP, FIFO, dan prosedur keamanan pangan lainnya.Mencatat hasil inspeksi harian dan melaporkan temuan penyimpangan kepada atasan.Membantu pelaksanaan audit internal dan pengumpulan data untuk tindakan korektif.Berkolaborasi dengan tim produksi dan R&D untuk perbaikan kualitas berkelanjutan.KualifikasiPendidikan minimal D3/S1 di bidang Teknologi Pangan, Bioteknologi, Kimia, atau jurusan terkait.Pengalaman 1–2 tahun di posisi serupa dalam industri makanan/minuman lebih diutamakan.Fresh graduate dipersilakan melamar jika memiliki ketelitian dan minat besar di bidang QC."
Konten Creator ( Livestreaming ),PT FINEST CARE GLOBAL,Jakarta Barat,Rp 4.800.000 – Rp 7.000.000 per month,Full time,26 hari yang lalu,https://id.jobstreet.com/id/job/83785901?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d2eb5458-8151-4eee-a2da-ec64a9e98b11.1/serpLogo,"Gambaran Umum PekerjaanKami sedang mencari Konten Creator (Livestreaming) yang berbakat untuk bergabung dengan tim kami di PT FINEST CARE GLOBAL' yang berbasis di Jakarta Barat. Dalam peran ini, Anda akan memainkan peran penting dalam mengembangkan dan mengelola konten video yang menarik dan memikat untuk platform livestreaming perusahaan kami. Sebagai anggota tim yang dinamis dan kreatif, Anda akan membantu kami menjangkau dan terlibat dengan audiens kami secara efektif.Gaji Belum Termasuk Komisi PenjualanTanggung Jawab UtamaMembuat konten tentang fashion bra, korset serta leggings.Mengembangkan konsep, skrip, dan storyboard untuk konten livestreaming yang menarik dan relevan dengan merek kamiMenghasilkan konten livestreaming berkualitas tinggiMengelola dan memelihara saluran livestreaming kami, termasuk penjadwalan konten, interaksi dengan penonton, dan pemantauan metrik kinerjaBerkolaborasi dengan tim pemasaran dan periklanan untuk memastikan konten livestreaming selaras dengan strategi merek dan pemasaran perusahaanTerus mengikuti tren, alat, dan teknologi terbaru dalam ruang livestreaming dan mengimplementasikan solusi inovatifMengelola dan menyelesaikan beberapa proyek konten secara bersamaan dalam lingkungan yang cepat berubahKualifikasi yang DibutuhkanGelar Diploma atau Sarjana dalam bidang Komunikasi, Jurnalisme, Produksi Media, atau bidang terkaitBerpenampilan rapiFreshgraduate welcomeMahir dalam penggunaan perangkat lunak basic editing video seperti Capcut.Pemahaman yang baik tentang tren dan dinamika konten digital, khususnya di platform livestreamingBerpikir kreatif, berorientasi pada detail, dan mampu bekerja dalam timTentang PT FINEST CARE GLOBAL'PT Finest Care Global merupakan perusahaan fashion yang berfokus pada produk bra, leggings, dan korset berkualitas tinggi yang dirancang untuk memadukan kenyamanan, estetika, dan inovasi ramah lingkungan—memberdayakan setiap orang agar tampil percaya diri dalam setiap aktivitasnya.VisiMenjadi pelopor fesyen yang memadukan kenyamanan, estetika, dan inovasi berkelanjutan untuk memberdayakan setiap orang merasa percaya diri dalam aktivitas sehari‑hari.MisiDesain Berpusat pada Konsumen– menghadirkan produk yang menonjolkan lekuk alami tubuh dengan teknologi kain terkini.Kualitas Tanpa Kompromi– menerapkan standar QA ketat mulai dari pemilihan material, proses produksi, hingga distribusi.Inovasi Berkelanjutan– berinvestasi pada riset bahan ramah lingkungan dan proses produksi efisien energi.Pemberdayaan– menciptakan lapangan kerja dan program pelatihan bagi seluruh rantai pasok.Pengalaman Omni‑Channel– mengintegrasikan e‑commerce, marketplace, dan gerai fisik untuk layanan pelanggan yang mulus."
